index,news_id,pos_words,pos_weights,neg_words,neg_weights
161,2617,"[""保持警惕"", ""人权记录"", ""坚决"", ""是"", ""维护"", ""都"", ""处理"", ""事件"", ""公开"", ""旨在"", ""依规"", ""获取"", ""问题""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""不"", ""任何"", ""误导性"", ""信息"", ""官方"", ""中国政府"", ""实"", ""我们"", ""。"", ""税收政策"", ""合法"", ""并"", ""言论"", ""准确"", ""应"", ""出国"", ""从""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
162,6391,"[""人员"", ""中国"", ""造谣"", ""其"", ""湖北""]","[1.1e-05, 9e-06, 8e-06, 1e-06, 0.0]","[""网警"", ""寻衅滋事"", ""报道"", ""48"", ""涉嫌"", ""初期"", ""警方"", ""依法处理"", ""打击"", ""年"", ""迅速"", ""案件"", ""近年来"", ""小时"", ""言论"", ""第"", ""根据"", ""通常"", ""针对"", ""10"", ""接警"", ""法律"", ""多地"", ""处罚法"", ""日""]","[-3e-06, -3e-06, -3e-06, -3e-06, -3e-06, -3e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -1e-06, -1e-06, -1e-06]"
163,2561,"[""尚无"", ""证实"", ""传言"", ""目前"", ""官方"", ""爆料"", ""不"", ""属于"", ""存在"", ""消息"", ""，"", ""."", ""极大"", ""建议"", ""夸张"", ""信息"", ""和"", ""（"", ""机构"", ""多个"", ""公示""]","[1e-05, 6e-06, 5e-06, 4e-06, 4e-06, 4e-06, 3e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06]","[""范围"", ""婚姻状况"", ""个人"", ""纪检监察"", ""多套"", ""等"", ""、"", ""房产"", ""数量""]","[-3e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -1e-06, -1e-06, -1e-06]"
164,6118,"[""参加"", ""旗袍"", ""啊"", ""拍成剧"", ""太大"", ""吧"", ""："", ""刻薄"", ""估计"", ""违和"", ""了"", ""不会"", ""服装设计"", ""版""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""示例"", ""玫瑰园"", ""感觉"", ""宝玉"", ""葬花"", ""有趣"", ""英文"", ""翻译成"", ""融合"", ""和"", ""挺"", ""会"", ""维多利亚"", ""适合"", ""性格"", ""“""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
165,4868,"[""官方"", ""重要"", ""标准"", ""一般"", ""大"", ""职后"", ""这个"", ""考核"", ""信息"", ""差距"", "" "", ""没"", ""问题"", ""面试官"", ""岗位"", "".""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""，"", ""看出"", ""感觉"", ""5"", ""实际"", ""回答"", ""4"", ""比如"", ""怎么样"", ""模式"", ""有"", ""自己"", ""候选人"", ""问过""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
166,3275,"[""证实"", ""误解"", ""舆论"", ""夸大"", ""和"", ""为"", ""过于"", ""抽烟"", ""存疑"", ""但"", ""真实性"", ""至"", ""隐私"", ""或""]","[0.060747, 0.053393, 0.035718, 0.031522, 0.023727, 0.023168, 0.020029, 0.01953, 0.017512, 0.01597, 0.015078, 0.014354, 0.013776, 0.010768]","[""学生"", ""引发"", ""人性化"", ""秩序"", ""维护"", ""范围"", ""校园"", ""极端"", ""中"", ""一些"", ""提倡"", ""。"", ""在"", ""校规"", ""防止"", ""做法""]","[-0.048773, -0.044313, -0.036609, -0.035799, -0.035318, -0.027421, -0.027176, -0.024991, -0.02498, -0.021191, -0.020619, -0.019955, -0.018375, -0.01831, -0.017171, -0.015077]"
167,5177,"[""限速""]",[1.2e-05],"[""该"", ""涉及"", ""中央"", ""行人"", ""型"", ""隔离"", ""）"", ""设有"", ""福州"", ""年"", ""小时"", ""老年人"", ""福特"", ""横穿马路"", ""路段"", ""2022"", ""主要"", ""全市"", ""破坏"", ""公里"", ""。"", ""时有发生"", ""定期"", ""大马力"", ""，"", ""属于"", ""其中"", ""常有"", ""但""]","[-3e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06]"
168,5568,"[""娱乐"", ""主观性""]","[2.1e-05, 2e-06]","[""语境"", ""或"", ""君子"", ""云"", ""心情"", ""见到"", ""既见"", ""\"""", ""中常"", ""喜悦"", ""现代"", ""为"", ""风雨"", ""胡不喜"", ""出自"", ""郑风"", ""表达"", ""·"", ""出现"", ""赞叹"", ""之人"", ""网络"", ""。"", ""，"", ""优秀"", ""诗经"", ""》"", ""女子""]","[-6e-06, -5e-06, -4e-06, -4e-06, -4e-06, -4e-06, -4e-06, -4e-06, -4e-06, -4e-06, -3e-06, -3e-06, -3e-06, -3e-06, -3e-06, -3e-06, -3e-06, -3e-06, -3e-06, -3e-06, -3e-06, -3e-06, -3e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06]"
169,2908,"[""争议"", ""避免"", ""通常"", ""严重"", ""能力"", ""双方"", ""声称"", ""造成"", ""任务"", ""日本"", ""较"", ""均"", ""的"", ""及其"", ""高度""]","[0.01631, 0.014273, 0.012564, 0.010436, 0.01034, 0.009913, 0.007829, 0.007204, 0.006784, 0.006707, 0.006237, 0.005768, 0.005612, 0.005436, 0.003975]","[""，"", ""克制"", ""在"", ""。"", ""足"", ""附属"", ""巡逻"", ""核心"", ""金刚"", ""拥有"", ""反导"", ""强大"", ""主权"", ""宙斯"", ""但""]","[-0.017733, -0.017058, -0.014419, -0.01282, -0.012342, -0.011696, -0.01081, -0.010575, -0.010431, -0.008863, -0.008635, -0.008425, -0.007994, -0.007421, -0.006397]"
170,1447,"[""消息"", ""谣言"", ""假新闻"", ""信息"", ""官员"", ""任何"", ""不太可能"", ""工作人员"", ""这"", ""是"", ""福州"", ""国家"", ""电影演员"", ""活动"", ""离谱"", ""标准"", ""怎么"", ""性质"", ""社会"", ""的"", ""符合中国""]","[1.4e-05, 1.2e-05, 9e-06, 8e-06, 8e-06, 8e-06, 7e-06, 7e-06, 6e-06, 6e-06, 6e-06, 5e-06, 5e-06, 5e-06, 5e-06, 5e-06, 4e-06, 4e-06, 4e-06, 4e-06, 3e-06]","[""眼球"", ""敢写"", ""主流"", ""博"", ""现在"", ""交集"", ""AV"", ""这种"", ""，""]","[-5e-06, -5e-06, -4e-06, -4e-06, -4e-06, -4e-06, -4e-06, -4e-06, -3e-06]"
171,4223,"[""信"", ""建议"", ""差点"", ""了"", ""免责"", ""厂商"", ""声明"", ""这"", ""真的"", ""跟"", ""永远"", ""是不是"", ""得"", ""你们"", ""广告费"", ""该"", ""售后"", ""：""]","[0.022093, 0.018923, 0.018171, 0.015628, 0.014959, 0.014489, 0.013485, 0.012416, 0.012145, 0.009948, 0.009337, 0.008878, 0.00826, 0.007388, 0.006411, 0.004712, 0.004526, 0.004023]","[""哈哈哈"", ""改名"", "","", ""这波"", ""段子"", ""在"", ""写"", ""效果"", ""给"", ""恢畅"", ""脑洞"", ""的""]","[-0.018039, -0.013264, -0.010799, -0.009833, -0.009549, -0.009249, -0.007386, -0.005411, -0.004417, -0.004273, -0.003434, -0.003239]"
172,3205,"[""肯定"", ""一定"", ""绝"", ""了"", ""太"", ""！"", ""酥"", ""的"", ""好吃"", ""和"", ""啊""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""，"", ""小朋友"", ""周末"", ""试试"", ""收藏"", ""家里"", ""搭配"", ""下次"", ""真是"", ""口感"", ""聚会"", ""做"", ""这个"", ""土豆"", ""诱人"", ""喜欢"", ""里"", ""嫩"", ""好""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
173,1312,"[""官方消息"", ""消息"", ""处罚"", ""确实"", ""这种"", ""不太"", ""都"", ""网络安全"", ""可信"", ""北邮"", ""自动化"", ""那么"", ""这样"", ""不会"", ""无效"", ""违规"", ""应该"", ""真的"", ""高校"", ""吗"", ""学校"", ""系统""]","[8.6e-05, 5.1e-05, 4.4e-05, 4e-05, 4e-05, 3.6e-05, 3.6e-05, 3.5e-05, 3.2e-05, 3e-05, 2.8e-05, 2.8e-05, 2.8e-05, 2.8e-05, 2.7e-05, 2.6e-05, 2.5e-05, 2.5e-05, 1.7e-05, 1.7e-05, 1.6e-05, 1.5e-05]","[""真有"", ""具体"", ""厉害"", ""还是"", ""。"", ""随便"", ""自动"", ""的""]","[-3.9e-05, -3.7e-05, -3.7e-05, -3.6e-05, -3.5e-05, -2.6e-05, -2e-05, -1.6e-05]"
174,4165,"[""研究"", ""婚姻"", ""比"", ""缺乏"", ""女人"", ""低估"", ""间"", ""和"", ""不配"", ""都"", ""男人"", ""忽视"", ""更"", ""导致"", ""产生""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""明白"", ""在"", ""时候"", ""吵架"", ""里"", ""修复"", ""情绪"", ""情感"", ""拥抱"", ""不到"", ""心"", ""案例"", ""就是"", ""伤人"", ""支持""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
175,4658,"[""中国民航"", ""无知"", ""太"", ""将"", ""明确规定"", ""并"", ""法规"", ""，"", ""对"", ""赔偿"", ""也"", ""面临"", ""会"", ""这人""]","[1e-06, 1e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""此类"", ""治安拘留"", ""危及"", ""行为"", ""警报系统"", ""触发"", ""涉事"", ""开"", ""被"", ""安全门"", ""违法者"", ""触碰"", ""随意"", ""第一次"", ""延误"", ""关键设备""]","[-1e-06, -1e-06, -1e-06, -1e-06, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
176,3129,"[""家属"", ""盲目"", ""小心"", ""孩子"", ""实际"", ""直接"", ""。"", ""慈善机构"", ""渠道""]","[1e-06, 1e-06, 1e-06, 1e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[""没有"", ""根本"", ""转发"", ""说法"", ""烫伤"", ""明显"", ""假"", ""分级"", ""建议"", ""7"", ""，"", ""是"", ""核实"", ""的"", ""前先"", ""信"", ""了"", ""当地"", ""证明"", ""捐款"", ""利用""]","[-3e-06, -2e-06, -2e-06, -2e-06, -2e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
177,1356,"[""新闻"", ""2011"", ""年"", ""考证"", ""早就"", ""这么"", ""网络"", ""吗"", ""相关"", ""不"", ""但"", ""不是"", ""国内"", ""这年头"", ""这"", ""在"", ""与"", ""视频"", ""关于"", ""报道"", ""建议"", ""东城区""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""人财物"", ""等"", ""。"", ""开豪车"", ""豪车"", ""王烁"", ""，"", ""话题""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
178,2642,"[""假新闻"", ""消息来源"", ""可信"", ""官方"", ""消息"", ""艾滋病"", ""这个"", ""传"", ""不是"", ""吗"", ""这么"", ""不太"", ""感染"", ""来源"", ""都"", ""引起"", ""建议"", ""90"", "" "", ""早就"", ""政府""]","[1.4e-05, 1.3e-05, 8e-06, 8e-06, 8e-06, 7e-06, 7e-06, 7e-06, 6e-06, 6e-06, 6e-06, 6e-06, 5e-06, 5e-06, 5e-06, 5e-06, 5e-06, 4e-06, 4e-06, 4e-06, 4e-06]","[""被"", ""眼球"", ""还是"", ""多"", ""数据"", ""。"", ""就是"", ""但"", ""感觉""]","[-9e-06, -9e-06, -8e-06, -5e-06, -5e-06, -4e-06, -4e-06, -4e-06, -4e-06]"
179,4131,"[""消息"", ""来源不明"", ""我"", ""官方"", ""没有"", ""编造"", ""这个"", ""这种"", ""忽略"", ""不"", ""夸张"", ""重大事件"", ""吧"", ""时间"", ""图片"", ""查证""]","[5.4e-05, 4.4e-05, 4.3e-05, 3.7e-05, 3.6e-05, 3.3e-05, 3e-05, 2.9e-05, 2.9e-05, 2.8e-05, 2.7e-05, 2.5e-05, 2.3e-05, 2.2e-05, 2e-05, 1.8e-05]","["","", ""。"", ""一般"", ""数据"", ""很"", ""常理"", ""名字"", ""看看"", ""内容"", ""像是"", ""先"", ""处理"", ""边缘"", ""通报""]","[-6.6e-05, -4e-05, -3.4e-05, -2.3e-05, -2.1e-05, -2e-05, -1.8e-05, -1.7e-05, -1.6e-05, -1.4e-05, -1.4e-05, -1.4e-05, -1.1e-05, -9e-06]"
180,4126,"[""修复"", ""肯定"", ""一定"", ""果然"", ""的"", ""尽快"", ""太"", ""这么"", ""了"", ""绝""]","[0.000736, 0.000519, 0.000349, 0.000346, 0.00033, 0.000246, 0.000216, 0.000194, 0.000162, 9.7e-05]","[""舞台"", ""应援"", ""TVXQFrance"", ""羡慕"", ""氛围"", ""无敌"", ""号场"", ""魅力"", ""视角"", ""TVXQ"", ""这场"", ""仙后"", ""炸裂"", ""给力"", ""看"", ""红海"", ""人"", "","", ""，"", ""等不及""]","[-0.00054, -0.000495, -0.000456, -0.000454, -0.000417, -0.000395, -0.000385, -0.000368, -0.000361, -0.00036, -0.00035, -0.000343, -0.000314, -0.000311, -0.000276, -0.000272, -0.000268, -0.000265, -0.000224, -0.000205]"
181,3716,"[""新闻"", ""放鞭炮"", ""不放"", ""自己"", ""因为"", ""烟花爆竹"", ""说"", ""安全""]","[4e-06, 3e-06, 3e-06, 2e-06, 2e-06, 1e-06, 1e-06, 0.0]","[""冒险"", ""有"", ""小心"", ""对"", ""好"", ""医生"", ""还是"", ""都"", ""。"", ""受伤"", ""第一"", ""眼睛"", ""也"", ""保护"", ""啊"", ""，"", ""的"", ""太"", ""了"", ""真的"", ""大家"", ""每年""]","[-3e-06, -2e-06, -2e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -0.0, -0.0, -0.0]"
182,4842,"[""交往"", ""："", ""一些""]","[0.0, 0.0, 0.0]","[""在"", ""适时"", ""懂得"", ""恋爱"", ""包括"", ""体贴"", ""对方"", ""可能"", ""等"", ""，"", ""得"", ""的"", ""擅长"", ""表现"", ""往往"", ""氛围"", ""他们"", ""并"", ""节奏"", ""类人"", ""细节"", ""情绪"", ""掌控"", ""真诚"", ""距离"", ""但"", ""制造""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
183,3586,"[""香港"", ""相悖"", ""与"", ""中国"", ""歧视"", ""官方"", ""并"", ""公民"", ""这"", ""甚至"", ""不当"", ""民间"", ""主流"", ""内地""]","[1e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""留学生"", ""事件"", ""敦促"", ""暴力行为"", ""遭袭"", ""，"", ""支持"", ""发表"", ""民意"", ""在"", ""反映"", ""时有发生"", ""部分"", ""上升"", ""多次"", ""因戴""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
184,639,"[""根本"", ""低得"", ""大"", ""天荒地老"", ""吗"", ""实施"", ""那么"", ""医保"", ""非常"", ""挪"", ""不"", ""财政"", ""现实"", "","", ""提高"", ""国家"", ""中国"", ""医疗"", ""完全免费"", ""看病""]","[0.001534, 0.0011, 0.001025, 0.000979, 0.000949, 0.000826, 0.000793, 0.000784, 0.000781, 0.000767, 0.000718, 0.000704, 0.000616, 0.000566, 0.000556, 0.000554, 0.000551, 0.000528, 0.00051, 0.000435]","[""，"", ""看看"", ""山"", ""但"", ""排队"", ""难度"", ""和"", ""等到"", ""了"", ""还是""]","[-0.000801, -0.000799, -0.000765, -0.000727, -0.000482, -0.000462, -0.000437, -0.000422, -0.000381, -0.000362]"
185,1394,"[""混为一谈"", ""造谣诽谤"", ""搜索"", ""不亚于"", ""不利于"", ""假"", ""人权"", ""网络"", ""应该"", ""解决问题"", ""危害"", ""如果"", ""个人隐私"", ""的"", ""严惩"", ""公众"", ""隐私"", ""双方"", ""这种""]","[0.005064, 0.005008, 0.004343, 0.004077, 0.003873, 0.003773, 0.003421, 0.003234, 0.002608, 0.002542, 0.002528, 0.002502, 0.002501, 0.002449, 0.002372, 0.002161, 0.001907, 0.001746, 0.001731]","[""违法"", ""可以"", ""都"", ""理解"", ""复杂"", ""会"", ""方式"", ""执法"", ""事情"", ""变得"", ""途径""]","[-0.002918, -0.002276, -0.001872, -0.001848, -0.001663, -0.001623, -0.001589, -0.001449, -0.001282, -0.000999, -0.000939]"
186,3952,"[""通过"", ""占"", ""不"", ""官方"", ""与"", ""媒体报道"", ""制造"", ""基地"", ""之一"", ""仅指"", ""服装"", ""世界"", ""比"", ""在""]","[0.000433, 0.000381, 0.00033, 0.000327, 0.000319, 0.000311, 0.000295, 0.000284, 0.000234, 0.000179, 0.000176, 0.000172, 0.00013, 0.000128]","[""。"", ""符合"", ""但"", ""中国"", ""通常"", ""国际品牌"", ""阿迪达斯"", ""含"", ""产业"", ""国家"", ""历届"", ""、"", ""优势"", ""制造业"", ""供应链"", ""商品""]","[-0.000365, -0.000313, -0.000299, -0.000297, -0.000297, -0.000289, -0.00027, -0.000268, -0.000264, -0.000261, -0.000256, -0.000253, -0.000247, -0.000222, -0.000202, -0.000196]"
187,3743,"[""解封"", ""呀""]","[6.8e-05, 6.4e-05]","[""放心"", ""终于"", ""平安"", ""不到"", ""什么"", ""见"", ""辛苦"", ""了"", ""有点"", ""真实"", ""天津队"", ""都"", ""遗憾"", ""你们"", ""*"", "","", ""回家"", ""永远"", ""休息"", ""时"", ""，"", ""结果"", ""也"", ""致敬"", ""就"", ""但"", ""家人"", ""暂时""]","[-2e-05, -1.9e-05, -1.9e-05, -1.8e-05, -1.8e-05, -1.7e-05, -1.7e-05, -1.6e-05, -1.5e-05, -1.3e-05, -1.2e-05, -1.1e-05, -1.1e-05, -1.1e-05, -1.1e-05, -1e-05, -1e-05, -1e-05, -1e-05, -8e-06, -8e-06, -7e-06, -7e-06, -7e-06, -7e-06, -7e-06, -7e-06, -6e-06]"
188,2843,"[""从未"", ""并非"", ""不"", ""调整"", ""未作"", ""仍为"", ""减半"", ""民族"", ""取消"", ""法定"", ""，"", ""中国"", ""严格"", ""和"", ""通婚"", ""有"", ""民政部门"", ""结婚年龄"", ""全国性""]","[1.4e-05, 1.3e-05, 1e-05, 6e-06, 5e-06, 5e-06, 4e-06, 4e-06, 3e-06, 3e-06, 3e-06, 3e-06, 3e-06, 3e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06]","[""此类"", ""、"", ""个别"", ""周岁"", ""法律"", ""逐步"", ""领域"", ""政策"", ""挂钩"", ""联合推出"", ""高考""]","[-5e-06, -4e-06, -4e-06, -4e-06, -3e-06, -3e-06, -3e-06, -3e-06, -3e-06, -2e-06, -2e-06]"
189,887,"[""网络"", ""谣言"", ""可信度"", ""媒体"", ""截图"", ""官方"", ""这种"", ""都"", ""白岩松"", ""这"", ""参与"", ""图片"", ""低级"", ""抹黑"", ""手段"", ""越来越"", ""公正"", ""一向"", ""水印"", ""无聊""]","[0.001244, 0.0011, 0.000948, 0.000935, 0.000914, 0.00079, 0.000774, 0.00076, 0.00061, 0.00056, 0.000552, 0.000461, 0.000444, 0.000428, 0.000393, 0.000372, 0.000324, 0.000266, 0.000239, 0.000226]","["","", ""就是"", ""P"", ""零"", ""了"", ""炒作"", ""用"", ""连"", ""客观"", ""没""]","[-0.000895, -0.000807, -0.00063, -0.000523, -0.000464, -0.000453, -0.000451, -0.0003, -0.00023, -0.000226]"
190,2170,"[""央视"", ""建议"", ""这"", ""连"", ""太"", ""当时"", ""细思极"", ""死刑"", ""恐"", ""竟能"", ""这种"", ""标题"", ""真是"", ""便宜"", ""，"", ""了""]","[0.023966, 0.020932, 0.019964, 0.017237, 0.015474, 0.015021, 0.014858, 0.013669, 0.013102, 0.013067, 0.011508, 0.011095, 0.010586, 0.010273, 0.008385, 0.007479]","[""枕边人"", ""案子"", ""还是"", ""后背"", ""现在"", ""报道"", ""婚姻"", ""赌命"", ""啊"", ""看到"", ""地步"", ""恢复"", ""狠毒"", ""都""]","[-0.044654, -0.033237, -0.028303, -0.023392, -0.023387, -0.01666, -0.015735, -0.015347, -0.013646, -0.009866, -0.008614, -0.008074, -0.008029, -0.007709]"
191,4447,"[""争议"", ""国家体育总局"", ""广泛"", ""讨论"", ""政策"", ""足球"", ""需"", ""中超联赛"", ""中国"", ""赛事"", ""引发"", ""近年来"", ""长期"", ""规则"", ""国际足联"", ""提出"", ""成绩"", ""认可"", ""\"""", ""职业"", ""曾"", ""国家集训队""]","[0.003305, 0.00275, 0.002678, 0.002464, 0.00208, 0.001802, 0.001734, 0.001598, 0.001581, 0.001346, 0.001332, 0.001322, 0.001277, 0.001273, 0.001162, 0.000849, 0.000711, 0.000672, 0.000652, 0.0006, 0.000588, 0.000463]","[""，"", ""。"", ""概念"", ""是"", ""球员"", ""杯"", ""A"", ""顶级""]","[-0.003174, -0.002601, -0.002065, -0.001583, -0.001392, -0.001211, -0.0012, -0.000828]"
192,2044,"[""年"", ""属于"", ""过"", ""市民"", ""北京"", ""罚款"", ""城市绿化"", ""2021"", ""根据"", ""轻则"", ""500"", ""《"", ""查处"", ""曾""]","[0.000355, 0.000329, 0.000226, 0.000184, 0.000177, 0.00013, 0.000122, 0.000114, 0.000105, 0.000102, 8e-05, 7.7e-05, 7.6e-05, 5.6e-05]","[""案件"", ""多地"", ""类似"", ""某"", ""挖"", ""花被"", ""偷"", ""土种"", ""生态系统"", ""治安管理"", ""盗窃罪"", ""挖掘"", ""违法行为"", ""构成"", ""。"", ""可能""]","[-0.000617, -0.000543, -0.000441, -0.000373, -0.000339, -0.000332, -0.000213, -0.000161, -0.00014, -0.000132, -0.000123, -0.0001, -7.9e-05, -6.5e-05, -6.4e-05, -6.2e-05]"
193,1355,"[""小道消息"", ""从没"", ""假新闻"", ""消息"", ""官方"", ""没有"", ""这种"", ""可信度"", ""煽动"", ""也"", ""媒体"", ""不是"", ""别"", ""党"", ""点"", ""有"", ""为"", ""什么"", ""的"", ""流量""]","[6.6e-05, 4.8e-05, 4.6e-05, 3.9e-05, 3.3e-05, 3.2e-05, 3.1e-05, 3e-05, 2.7e-05, 2.3e-05, 2.3e-05, 2.3e-05, 2.3e-05, 2e-05, 1.8e-05, 1.8e-05, 1.8e-05, 1.5e-05, 1.5e-05, 1.5e-05]","["","", ""行动"", ""节奏"", ""带"", ""是"", ""但"", ""具体"", ""理性"", ""情绪"", ""过""]","[-4.3e-05, -2.2e-05, -1.5e-05, -1.4e-05, -1.4e-05, -1.4e-05, -1.4e-05, -1.3e-05, -1.3e-05, -9e-06]"
194,262,"[""报道"", ""不已"", ""说法"", ""有据可查"", ""1950"", ""审查"", ""存在"", ""多为"", ""较为"", ""反革命"", ""多少"", ""的"", ""相关"", ""不公"", ""面临"", ""不该"", ""经历"", ""抗战""]","[0.000993, 0.000804, 0.000772, 0.000755, 0.000671, 0.000644, 0.000615, 0.000574, 0.000511, 0.000478, 0.000472, 0.000467, 0.000432, 0.000378, 0.000376, 0.000356, 0.000304, 0.000295]","[""缩影"", ""美国"", ""击落"", ""由"", ""但"", ""战后"", ""势力"", ""援华"", ""陈纳德"", ""敌机"", ""不同"", ""加入""]","[-0.000523, -0.000426, -0.000425, -0.000303, -0.000272, -0.000269, -0.000266, -0.000207, -0.000199, -0.00018, -0.000142, -0.000106]"
195,5013,"[""中国"", ""重要"", ""位于"", ""人流"", ""均"", ""和"", ""随之"", ""由于"", ""的"", ""工作""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""失控"", ""。"", ""节假日"", ""警察"", ""冰雪"", ""社会治安"", ""概率"", ""伴随"", ""在"", ""常见"", ""容易"", ""车流"", ""雨雪"", ""，"", ""力量"", ""气候"", ""也"", ""冬季"", ""上升"", ""铁岭""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
196,1646,"[""证据"", ""说法"", ""。"", ""缺乏"", ""媒体报道"", ""上"", ""前首相"", ""可能"", ""了"", ""听说"", ""英国"", ""不太可能"", ""首相府"", ""常见"", ""的"", ""核实"", ""任"", ""，"", ""巨大"", ""因"", ""首相"", ""允许"", ""需谨慎"", ""吧"", ""严格"", ""处理""]","[0.177338, 0.124324, 0.109017, 0.097464, 0.095049, 0.090112, 0.087909, 0.083725, 0.082088, 0.078842, 0.072672, 0.067541, 0.067395, 0.066371, 0.065027, 0.064115, 0.06368, 0.062315, 0.061228, 0.06063, 0.056459, 0.049433, 0.048009, 0.044531, 0.043595, 0.038207]","[""梅姨"", ""脱欧"", ""让"", ""大""]","[-0.14243, -0.08216, -0.048268, -0.036764]"
197,5062,"[""误解"", ""2011"", ""\"""", ""对"", ""信息"", ""看到"", ""无需"", ""提高"", ""国家"", ""起""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""2016"", ""儿童"", ""等待"", ""孩子"", ""推送"", ""等"", ""行动"", ""机制"", ""联动"", ""做法"", ""完善"", ""后"", ""各大"", ""还"", ""4958"", ""第一"", ""邻居"", ""了"", ""正确"", ""发布""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
