index,news_id,pos_words,pos_weights,neg_words,neg_weights
103,2734,"[""南京"", ""尸体"", ""知道"", ""："", ""后"", ""畜生"", ""干部"", ""这"", ""赔钱"", ""“"", ""民警"", ""向"", ""国家"", ""如果"", ""！"", ""肇事车"", ""主王"", ""车祸"", ""这样"", ""云岗"", ""一定"", ""省""]","[0.000335, 0.000319, 0.000318, 0.000254, 0.000232, 0.000228, 0.000217, 0.000205, 0.000204, 0.0002, 0.000199, 0.00019, 0.000187, 0.000183, 0.000166, 0.000163, 0.000159, 0.000159, 0.000156, 0.000149, 0.000132, 0.00013]","[""会"", ""就是"", ""副处级"", ""我们"", ""”"", ""对待"", ""视频"", ""吗""]","[-0.000277, -0.000268, -0.000211, -0.00019, -0.000181, -0.000177, -0.000132, -0.000102]"
104,752,"[""！"", ""丧尸"", ""新闻"", ""太"", ""疯狂"", ""床上"", ""了"", ""是"", ""也"", ""...."", ""压在"", ""现在"", ""，"", ""......"", ""的""]","[0.307258, 0.214878, 0.207369, 0.106768, 0.101333, 0.074832, 0.066181, 0.044776, 0.026915, 0.026665, 0.023919, 0.022684, 0.022379, 0.013533, 0.012417]","[""........."", ""耽"", ""亲吻"", ""这"", ""描写"", ""细节"", ""美文"", ""....."", ""吧"", ""抱住"", ""还有"", ""居然"", ""一把""]","[-0.184614, -0.104179, -0.097503, -0.084659, -0.059738, -0.049875, -0.049137, -0.025644, -0.017555, -0.014578, -0.010944, -0.009403, -0.002506]"
105,4273,"[""话"", ""有如"", ""句""]","[0.000205, 0.000202, 2e-05]","[""["", ""完"", ""]"", ""。"", ""看"", ""下午茶"", ""，"", ""#"", ""微笑"", ""这"", ""9"", ""醍醐灌顶""]","[-0.000355, -0.000328, -0.000309, -0.000309, -0.000308, -0.000282, -0.000269, -0.000246, -0.000224, -0.000216, -0.000215, -7.9e-05]"
106,2852,"[""！"", ""@"", ""中国政府"", ""人"", ""IBM"", "":"", ""海关总署"", ""李承鹏"", ""看"", ""："", ""zT7ipvh"", ""电子"", ""请"", ""下"", ""你""]","[0.075889, 0.045145, 0.022018, 0.020994, 0.020697, 0.020144, 0.015974, 0.013005, 0.012525, 0.011317, 0.010306, 0.009214, 0.008781, 0.006573, 0.005191]","[""服务"", ""采购网"", ""."", ""口岸"", ""怎么"", ""/"", ""单一"", ""。"", ""评价"", ""cn"", ""人民币"", ""采购"", ""t"", ""中国"", ""这行""]","[-0.022205, -0.0205, -0.020493, -0.020024, -0.019362, -0.015472, -0.014324, -0.013768, -0.012509, -0.012314, -0.012022, -0.010529, -0.009844, -0.006998, -0.006928]"
107,2676,"[""！"", ""北大"", ""同学"", ""投案自首"", ""不要"", ""是"", ""读图"", ""，"", ""王"", ""："", "" "", ""之后"", ""[""]","[0.295082, 0.126225, 0.073789, 0.066462, 0.038833, 0.034727, 0.032737, 0.027138, 0.022185, 0.021179, 0.020304, 0.020065, 0.010845]","[""]"", ""一句"", ""话"", ""》"", ""“"", ""认真"", ""可歌可泣"", ""说话"", ""不"", ""”"", ""持刀"", ""《"", ""的"", ""冷冷"", ""依靠"", ""文字"", ""。""]","[-0.146048, -0.104814, -0.05396, -0.045863, -0.040849, -0.038515, -0.03722, -0.036703, -0.03212, -0.029565, -0.023878, -0.017406, -0.016842, -0.016594, -0.016038, -0.015335, -0.013242]"
108,1607,"[""同学"", ""（"", ""瀑布"", ""真是"", ""）"", ""啊"", ""今早"", ""二环"", ""新"", "" "", ""拍摄""]","[0.02998, 0.022882, 0.021994, 0.019991, 0.019877, 0.010897, 0.010036, 0.009185, 0.006489, 0.002849, 0.001166]","[""侧漏"", ""霸气"", ""新景点"", ""成都""]","[-0.023707, -0.012516, -0.005021, -0.004209]"
109,2147,"[""广告"", ""亿"", ""光明"", ""牛奶"", ""30"", ""了"", ""#"", ""！"", ""故意"", ""万值"", ""的"", ""值""]","[0.028754, 0.02352, 0.020336, 0.019579, 0.016547, 0.015048, 0.013558, 0.010923, 0.007485, 0.006709, 0.005491, 0.000293]","[""这个"", ""个"", "" "", ""3"", ""？""]","[-0.028071, -0.009253, -0.005528, -0.002974, -0.00132]"
110,440,"[""大图"", ""！"", ""艺术作品"", ""争议性"", ""狗"", ""动物"", ""四川"", ""引产"", ""提醒"", ""女人"", ""中国"", ""卤熟"", "")"", ""生物"", ""四月"", ""找"", ""后"", ""》"", ""别点""]","[1.1e-05, 1.1e-05, 1e-05, 8e-06, 8e-06, 8e-06, 8e-06, 8e-06, 8e-06, 7e-06, 6e-06, 6e-06, 6e-06, 5e-06, 5e-06, 5e-06, 4e-06, 4e-06, 3e-06]","[""最具"", ""四个"", ""成都"", ""合作"", ""。"", "" "", ""朱昱用"", ""创作"", ""朱昱"", ""喂食"", ""孩子""]","[-1.5e-05, -1e-05, -9e-06, -8e-06, -7e-06, -7e-06, -6e-06, -4e-06, -4e-06, -4e-06, -3e-06]"
111,1141,"[""正"", ""楼"", ""偷欢"", ""逃跑"", ""裸体"", ""8"", ""脸皮"", ""情急之下"", ""爬"", ""窗户"", ""大"", ""求"", ""出"", ""猿"", ""真相"", ""时"", ""部下"", ""爱人"", ""某某"", ""链接"", ""！""]","[0.000497, 0.000455, 0.000406, 0.000405, 0.000401, 0.00038, 0.000379, 0.000379, 0.000365, 0.000355, 0.000352, 0.000346, 0.000325, 0.000309, 0.000305, 0.000303, 0.000297, 0.000284, 0.000262, 0.000258, 0.000244]","[""】"", ""跟"", ""功夫"", ""O"", ""真"", ""助理"", ""真厚"", ""好"", ""从""]","[-0.000928, -0.000437, -0.000428, -0.000413, -0.000367, -0.000338, -0.000322, -0.000296, -0.00029]"
112,1967,"[""地震"", ""不震"", ""看来"", ""湖北"", ""震"", ""襄阳"", ""郭大侠"", ""孝感"", ""城是"", ""没"", ""咋"", ""过"", ""说实话"", ""得""]","[0.043995, 0.034107, 0.029669, 0.025752, 0.025371, 0.021791, 0.021478, 0.017792, 0.014672, 0.008191, 0.00776, 0.00637, 0.005743, 0.005674]","[""经历"", ""那么"", ""回事儿"", ""滴"", ""时候"", ""吧"", ""来"", ""就"", "" "", ""也"", ""我"", ""欢迎"", ""，"", ""的"", ""都"", ""#""]","[-0.021285, -0.01876, -0.016984, -0.016574, -0.012757, -0.012174, -0.010594, -0.009607, -0.009527, -0.008828, -0.006891, -0.005415, -0.00535, -0.005294, -0.00529, -0.004965]"
113,4287,"[""短信"", ""电梯"", ""向"", ""："", ""一下"", ""网友"", ""近日""]","[0.04379, 0.032059, 0.028822, 0.018746, 0.010915, 0.009315, 0.008996]","[""#"", ""何猷"", ""日"", ""11"", ""偶遇"", ""据港媒"", ""“"", ""时候"", ""尊重"", ""有"", ""二胎"", ""没有"", ""爆料"", ""孕检"", ""我家"", ""君"", ""媒体"", ""他"", ""否认"", ""奚梦瑶"", ""奚梦瑶怀"", ""人"", ""在""]","[-0.178697, -0.14637, -0.087718, -0.063094, -0.037374, -0.035148, -0.029927, -0.02935, -0.029094, -0.025227, -0.024933, -0.022808, -0.022755, -0.022607, -0.02224, -0.020305, -0.018832, -0.017307, -0.017054, -0.015074, -0.014965, -0.013452, -0.011872]"
114,159,"[""云南"", ""】"", ""："", ""中国"", ""可谓"", ""凄惨"", ""这"", ""超过"", ""XXX"", ""地"", ""八旬"", ""眼泪""]","[0.008078, 0.007311, 0.006939, 0.005853, 0.004285, 0.004251, 0.003298, 0.003239, 0.003034, 0.002941, 0.002284, 0.002131]","[""现在"", ""为什么"", ""，"", ""已经"", ""。"", ""老人"", ""【"", ""84"", ""割"", ""岁"", ""一些"", ""绝收"", ""一块"", ""几乎"", ""慈善"", ""旱情"", ""挥泪"", ""史上""]","[-0.006375, -0.006279, -0.00596, -0.005375, -0.004804, -0.00457, -0.004522, -0.004484, -0.004201, -0.004015, -0.003695, -0.003518, -0.00339, -0.003383, -0.003241, -0.003141, -0.003117, -0.003092]"
115,925,"[""！"", ""流泪"", ""人"", ""残忍"", ""幼猴"", ""紧紧"", ""因果报应"", ""不"", "" "", ""杀戮"", ""看"", ""活取"", ""了"", ""买卖"", ""杀害"", ""、""]","[0.126862, 0.065896, 0.04717, 0.043299, 0.040157, 0.038626, 0.032116, 0.028396, 0.027539, 0.026861, 0.025602, 0.025421, 0.022961, 0.018484, 0.018199, 0.01575]","[""一起"", ""”"", "".."", ""心酸"", ""知道"", ""，"", ""被"", ""的"", ""方式"", ""]"", ""接下来"", ""一切"", ""["", ""猴脑""]","[-0.047645, -0.045198, -0.043222, -0.041501, -0.041181, -0.036878, -0.034558, -0.034207, -0.033111, -0.032505, -0.026654, -0.019364, -0.015904, -0.013346]"
116,1150,"[""！"", ""数字"", ""私下"", ""新闻"", ""生产"", "" "", ""电力"", ""拒绝"", ""这"", ""【"", ""实情"", ""爆出"", ""受害者"", ""违法"", ""电表"", ""的"", ""否则"", ""中国""]","[3.9e-05, 3.4e-05, 3.4e-05, 3.3e-05, 3.3e-05, 3.1e-05, 3.1e-05, 3.1e-05, 3e-05, 3e-05, 2.9e-05, 2.8e-05, 2.7e-05, 2.7e-05, 2.7e-05, 2.6e-05, 2.5e-05, 2.5e-05]","[""."", ""在"", ""我们"", ""那么"", ""企业"", ""："", ""“"", ""这一"", ""。"", ""收费"", ""调快"", ""为""]","[-5.2e-05, -5e-05, -3.9e-05, -3.2e-05, -3.2e-05, -3.1e-05, -3e-05, -2.7e-05, -2.7e-05, -2.4e-05, -2e-05, -2e-05]"
117,6034,"[""！"", ""了"", ""信"", ""等"", ""各地"", ""转移"", ""。"", ""表示"", ""反正""]","[0.079939, 0.042977, 0.030749, 0.021797, 0.021498, 0.01988, 0.019199, 0.01396, 0.012744]","[""]"", ""["", ""假冒"", ""捂脸"", ""21"", ""来自"", ""囤积居奇"", ""哄抬"", ""👻"", ""不"", ""代表"", ""、"", ""价格"", ""余位"", ""虚构"", ""经销商"", ""宣誓"", ""抵制"", ""的"", ""日"", ""，""]","[-0.27659, -0.083382, -0.069913, -0.067814, -0.065809, -0.065201, -0.060115, -0.056797, -0.055751, -0.054409, -0.048361, -0.046006, -0.042153, -0.039529, -0.036227, -0.033308, -0.027492, -0.026786, -0.01721, -0.016525, -0.014667]"
118,1185,"[""高晓松"", ""酒驾"", ""90%"", ""的"", ""灭火"", ""找个"", ""文章"", ""？"", ""网友"", ""不"", ""发现"", ""可"", ""好"", ""悔过书"", "" "", ""可以""]","[0.076103, 0.05497, 0.037371, 0.033435, 0.031225, 0.023383, 0.019579, 0.011318, 0.010634, 0.009973, 0.009759, 0.009409, 0.007154, 0.003843, 0.00368, 0.003577]","[""诚意"", ""文笔"", ""指"", ""代笔"", ""都"", ""被"", ""抄袭"", ""度达"", ""。"", ""相似"", ""看"", ""出得"", ""连"", ""为何""]","[-0.033072, -0.024645, -0.022651, -0.022068, -0.02119, -0.017842, -0.015912, -0.011559, -0.011141, -0.010759, -0.01063, -0.007034, -0.005384, -0.004934]"
119,3305,"[""相当于"", ""模拟考试"", ""考研"", ""要"", ""！"", ""转发给"", ""准备"", ""考生"", ""锦鲤"", ""在"", ""最好""]","[0.014947, 0.012322, 0.011782, 0.009348, 0.008637, 0.007836, 0.007504, 0.00732, 0.006549, 0.005855, 0.005578]","[""薄弱环节"", ""高效"", ""基础知识"", ""["", ""]"", ""全是"", ""图"", ""重视"", ""攻略"", ""两个"", ""…"", ""复习"", ""-"", ""【"", ""做"", ""特别"", ""干货"", ""和"", ""上""]","[-0.023652, -0.018578, -0.017559, -0.016175, -0.015601, -0.014834, -0.013717, -0.013069, -0.012851, -0.011602, -0.011417, -0.011394, -0.010978, -0.010107, -0.009696, -0.009277, -0.009203, -0.008648, -0.008101]"
120,3024,"[""文章"", ""@"", ""高晓松"", ""知道"", ""马伊利"", ""周一"", ""的"", "" "", ""#"", ""可"", ""声明"", ""见""]","[0.040553, 0.03906, 0.038983, 0.024405, 0.024186, 0.019063, 0.01826, 0.011177, 0.010953, 0.009924, 0.007846, 0.00051]","[""你们"", ""刷"", ""，"", ""。"", ""都"", ""着"", ""？"", ""是"", ""么"", ""在"", ""抄袭""]","[-0.033553, -0.027789, -0.022735, -0.018184, -0.013222, -0.012074, -0.008517, -0.008291, -0.006412, -0.002557, -0.00014]"
121,3643,"[""感染"", ""的"", ""10"", ""再有"", ""其中"", ""死亡"", ""3"", ""万人"", ""染病""]","[0.039939, 0.03954, 0.036913, 0.033209, 0.026202, 0.025791, 0.017128, 0.016812, 0.015823]","[""确诊"", ""#"", ""。"", ""全球"", ""多个"", ""超过"", ""沙特阿拉伯"", ""累计"", ""巴基斯坦"", ""13"", ""210"", ""国家"", ""俄罗斯"", ""英国"", ""【"", ""，"", ""新增"", ""后"", ""人"", ""多"", ""4""]","[-0.208307, -0.142267, -0.093265, -0.078604, -0.067209, -0.067102, -0.060869, -0.057569, -0.052946, -0.052745, -0.051185, -0.044398, -0.039448, -0.036007, -0.03514, -0.02622, -0.02417, -0.024054, -0.023309, -0.021891, -0.02141]"
122,1315,"[""上海"", ""不了"", ""是"", ""去"", ""应该"", ""了"", ""的"", ""！""]","[0.017474, 0.014787, 0.012753, 0.011307, 0.010388, 0.010172, 0.001459, 0.000863]","[""，"", "" "", ""说"", ""我爸""]","[-0.013052, -0.010678, -0.009689, -0.000789]"
123,1105,"[""月"", ""♥"", ""男孩"", ""内容"", ""喝啤酒"", ""了"", ""被"", ""新西兰"", ""家"", ""去"", ""孩子"", ""岁"", ""维持"", ""之大"", ""父亲"", ""天下"", ""的"", ""性关系"", ""火"", ""生下""]","[0.000493, 0.000456, 0.000451, 0.000443, 0.000429, 0.000393, 0.000391, 0.000389, 0.000383, 0.000383, 0.000381, 0.000365, 0.000363, 0.000337, 0.000336, 0.000329, 0.000328, 0.00032, 0.000317, 0.00029]","[""类"", ""，"", ""11"", ""最后"", ""跟"", ""母亲"", ""转"", ""这个"", ""12"", ""几个""]","[-0.000718, -0.000647, -0.000563, -0.000473, -0.000455, -0.000428, -0.000399, -0.000384, -0.00027, -0.000182]"
124,3201,"[""收"", ""网络"", ""一天"", ""！"", ""一样"", ""】""]","[0.028477, 0.019032, 0.00586, 0.005539, 0.004269, 0.00289]","[""]"", ""喜欢"", ""亲们"", ""特色"", ""爱"", ""【"", ""吃面"", ""赶紧"", ""["", ""26"", ""做"", ""碗"", ""你"", ""面条"", ""by"", ""的""]","[-0.024622, -0.020355, -0.019972, -0.01748, -0.017023, -0.014955, -0.014594, -0.013149, -0.012838, -0.007658, -0.007084, -0.004115, -0.003744, -0.002719, -0.001869, -0.000811]"
125,3393,"[""苏珊"", ""的"", ""后"", ""35"", ""·"", ""在"", ""】"", ""普京""]","[0.007652, 0.006865, 0.006385, 0.004654, 0.004579, 0.00391, 0.003852, 0.003701]","[""会晤"", ""外媒"", ""非正式"", ""建设性"", ""峰会"", ""进行"", ""国家"", ""表示"", ""..."", ""问题"", ""”"", ""分歧"", ""与"", ""奥巴马"", ""上"", ""俄罗斯"", ""这次"", ""G20"", ""谈话"", ""会面"", ""叙利亚"", ""存在""]","[-0.011834, -0.011266, -0.010043, -0.009051, -0.007762, -0.007666, -0.007509, -0.00728, -0.007143, -0.006913, -0.00656, -0.006519, -0.005361, -0.00529, -0.004971, -0.004892, -0.00488, -0.004761, -0.004323, -0.004226, -0.004054, -0.003927]"
126,549,"[""死"", ""环城"", ""西路"", ""出现"", ""2"", ""7"", ""还会"", ""！"", "" "", "":"", ""在"", ""激情"", ""了"", ""和"", ""与"", ""嘴巴"", ""没"", ""速度""]","[0.016907, 0.015291, 0.012464, 0.009614, 0.009551, 0.009108, 0.007801, 0.007655, 0.005886, 0.005457, 0.005067, 0.004199, 0.003388, 0.002574, 0.002367, 0.002243, 0.001411, 0.000769]","[""原来"", ""鼻子"", ""只是"", ""他"", ""我"", ""，"", ""成双"", ""都""]","[-0.011047, -0.010529, -0.008856, -0.006191, -0.003371, -0.001134, -0.000472, -0.000319]"
127,2914,"[""开闸放水"", ""领导"", ""看人"", ""中国"", ""凯迪"", ""上面"", ""一来"", ""原来"", ""大"", ""多少"", ""可以"", ""只要"", ""了"", ""水"", ""但"", ""。"", ""这年头"", ""气势磅礴"", ""—"", ""没有""]","[0.029407, 0.025447, 0.015257, 0.013839, 0.013496, 0.011417, 0.009549, 0.009438, 0.007758, 0.007582, 0.007372, 0.006668, 0.006472, 0.006331, 0.005342, 0.004736, 0.003995, 0.003716, 0.003099, 0.003022]","[""猫眼"", ""，"", ""都"", ""【"", ""】"", ""风景"", ""特供"", ""的"", ""连"", ""瀑布""]","[-0.025399, -0.018195, -0.015015, -0.011861, -0.008983, -0.008141, -0.007104, -0.006224, -0.003814, -0.002399]"
128,5421,"[""收走"", ""为"", ""某"", ""那英来"", ""出席"", ""。"", ""，"", ""记者"", ""吧"", ""品牌"", ""刘畅"", ""来""]","[0.003977, 0.003816, 0.003166, 0.001048, 0.001015, 0.000621, 0.000619, 0.000611, 0.000609, 0.000331, 0.000248, 7.3e-05]","[""粉丝"", ""组图"", ""~"", ""IFS"", ""#"", ""@"", ""成都"", ""今天下午"", ""娱闻"", ""高清"", ""们"", ""播报"", ""活动"", ""咯"", ""报道"", ""快"", ""摄影""]","[-0.003695, -0.003622, -0.003507, -0.00343, -0.002602, -0.002537, -0.002382, -0.002264, -0.002239, -0.002166, -0.002159, -0.001982, -0.00195, -0.001203, -0.000717, -0.000668, -0.000615]"
129,3572,"[""老虎"", ""1950"", ""至"", ""出生"", ""《"", ""新浪"", ""极客""]","[0.100149, 0.045488, 0.038022, 0.036433, 0.02365, 0.02088, 0.019117]","[""中纪委"", ""."", ""#"", ""反腐"", ""】"", ""/"", ""“"", ""覆盖"", ""”"", ""【"", ""哪些"", ""只"", ""http"", ""t"", ""省份"", ""十八"", ""新闻"", ""山西"", ""。"", ""、"", ""》"", ""门道"", ""小时""]","[-0.165819, -0.108651, -0.074726, -0.073639, -0.066813, -0.064352, -0.063082, -0.047115, -0.044335, -0.040615, -0.036011, -0.0317, -0.030991, -0.029659, -0.022849, -0.021416, -0.020941, -0.020809, -0.01983, -0.019814, -0.018953, -0.018522, -0.016863]"
130,119,"[""党和政府"", ""#"", ""命案"", ""少往"", ""民众"", ""&#"", ""2"", ""燕山"", ""xe627"", ""孽养"", ""招远"", ""什么"", "";""]","[0.005809, 0.004478, 0.003918, 0.003032, 0.002862, 0.002052, 0.001989, 0.001772, 0.001728, 0.001342, 0.001305, 0.001132, 0.001041]","[""！"", ""王八蛋"", ""，"", ""”"", ""这群"", ""就是"", ""扯"", ""你"", ""的"", ""了"", ""娘"", ""狗娘养"", ""土"", ""招远市"", ""他"", ""行凶"", ""都""]","[-0.00988, -0.003676, -0.003335, -0.003183, -0.002847, -0.002799, -0.002556, -0.002532, -0.00191, -0.001816, -0.001583, -0.001546, -0.001528, -0.001264, -0.001225, -0.001133, -0.000989]"
131,547,"[""中国"", "":"", ""不要脸"", ""求偿"", ""生活费"", ""了"", ""家属"", ""承担"", ""新闻"", ""客户端"", ""有钱"", ""外国"", "";"", "" "", ""搜狐"", ""专家"", ""都"", ""声明""]","[0.001166, 0.000981, 0.000949, 0.000924, 0.000898, 0.000845, 0.00083, 0.000773, 0.000721, 0.000695, 0.000642, 0.000634, 0.000613, 0.000589, 0.000585, 0.000562, 0.000499, 0.000473]","[""。"", ""）"", ""，"", ""啊"", ""不"", ""分享"", ""还"", ""是"", ""就"", ""啥"", ""这样"", ""【""]","[-0.001282, -0.001091, -0.001067, -0.001059, -0.001015, -0.000944, -0.000922, -0.000905, -0.000807, -0.000745, -0.00059, -0.000313]"
132,5982,"[""Hotmail"", ""微软"", ""用户"", ""2"", ""取代"", ""年"", ""1998"", ""启用"", ""你""]","[0.319548, 0.15395, 0.102631, 0.087503, 0.070661, 0.067793, 0.061631, 0.058928, 0.02659]","[""电子邮件"", ""Outlook"", ""."", ""，"", ""吗"", ""【"", ""而言"", ""先驱"", ""这个"", ""其于"", ""一新"", ""的"", ""】"", ""都"", ""新"", ""服务平台"", ""开始"", ""收购"", ""网页"", ""转向"", ""日""]","[-0.263034, -0.131522, -0.117501, -0.114857, -0.097503, -0.094004, -0.093737, -0.091662, -0.08908, -0.088849, -0.085366, -0.082518, -0.076568, -0.075839, -0.075554, -0.073853, -0.066886, -0.06655, -0.062117, -0.059862, -0.055484]"
133,3979,"[""北京"", ""邮费"", ""陶喆"", ""恒大亚冠"", ""音乐会"", ""未来"", ""。"", ""会"", ""在"", ""元"", ""了"", ""150""]","[0.212049, 0.125438, 0.076537, 0.06474, 0.056283, 0.055815, 0.051984, 0.045017, 0.039561, 0.035945, 0.035099, 0.034108]","[""电视"", ""小米"", ""英寸"", ""，"", ""仅"", ""11"", ""、"", ""直播"", ""2S"", ""比如说"", ""想"", ""也"", ""多"", ""一天"", ""2"", ""48"", ""省"", ""品冠""]","[-0.254445, -0.195826, -0.168913, -0.146694, -0.138964, -0.136628, -0.098399, -0.09656, -0.088004, -0.073617, -0.07354, -0.065974, -0.062521, -0.055846, -0.046236, -0.045568, -0.04158, -0.040849]"
134,3569,"[""合适"", ""cn"", ""仍"", ""退出"", ""副手"", ""另"", ""被"", ""遭"", ""黄健庭"", ""陈菊"", ""，"", ""据"", ""因"", ""长""]","[0.001739, 0.001586, 0.001459, 0.001103, 0.000981, 0.000916, 0.000867, 0.000825, 0.000747, 0.000697, 0.000542, 0.000531, 0.000445, 0.00027]","[""监委"", ""秘书长"", ""台东县"", ""也"", ""/"", ""院长"", ""英文"", ""搁置"", ""."", ""监察院长"", ""企图"", ""两席"", ""暂"", ""意欲"", ""接受"", ""本身""]","[-0.002153, -0.001963, -0.00186, -0.001741, -0.001741, -0.001736, -0.001629, -0.001587, -0.001479, -0.001439, -0.001399, -0.00137, -0.001366, -0.00131, -0.001175, -0.001123]"
135,4503,"[""女子"", ""闹"", ""新春"", ""拍""]","[0.003314, 0.002104, 0.001755, 0.001509]","[""和"", ""逗"", ""花式"", ""视频"", ""有些"", ""一个"", ""故事"", ""却"", ""情侣"", ""不行"", ""秒"", ""，"", ""！"", ""重"", ""#"", ""男子"", ""这是"", ""理智"", ""很"", ""感情"", ""的""]","[-0.002401, -0.002117, -0.001934, -0.001843, -0.001815, -0.001594, -0.001515, -0.001451, -0.001179, -0.001012, -0.001011, -0.000999, -0.000927, -0.000899, -0.000894, -0.000764, -0.000659, -0.000574, -0.000553, -0.000445, -5.2e-05]"
136,72,"[""中国"", ""小学校长"", ""总统"", ""，""]","[0.244562, 0.096464, 0.045315, 0.002561]","[""在"", ""不如"", ""韩国"", ""当"", ""…"", ""做个"", "" "", ""还""]","[-0.103839, -0.070299, -0.062781, -0.050472, -0.041833, -0.02809, -0.008114, -0.007768]"
137,5994,"[""。"", ""最低"", ""郎"", ""被困"", ""起价"", ""湖东"", ""年"", ""这里"", ""拥有""]","[0.037852, 0.037277, 0.035656, 0.029275, 0.029212, 0.028887, 0.01926, 0.017715, 0.016581]","[""..."", ""全文"", ""#"", ""展开"", ""摘"", ""奢华"", ""武汉"", ""别墅区"", ""2011"", ""位于"", ""售价"", ""武汉市"", ""入住"", ""备受"", ""最"", ""也"", ""建成"", ""的"", ""，"", ""东西"", ""千亩""]","[-0.197256, -0.130087, -0.06952, -0.058056, -0.057446, -0.053645, -0.053281, -0.051772, -0.047008, -0.038226, -0.035902, -0.034974, -0.034178, -0.03118, -0.026922, -0.025808, -0.024889, -0.022966, -0.021914, -0.02185, -0.021558]"
138,4707,"[""@"", ""北"", ""##"", ""你"", ""成"", ""你家"", ""天津"", ""烧伤"", ""真相"", ""理想"", ""网民"", ""灭""]","[0.0355, 0.02725, 0.020824, 0.019563, 0.019481, 0.01615, 0.01555, 0.014771, 0.014317, 0.012884, 0.010769, 0.01002]","[""..."", ""全文"", ""法律制裁"", ""造谣"", ""#"", ""污蔑"", ""傻子"", ""展开"", ""扫黑"", ""。"", ""说句实话"", ""一个"", ""用"", ""别人"", ""想"", ""陷害"", ""接受"", ""揭露""]","[-0.094805, -0.082004, -0.05036, -0.033636, -0.030058, -0.028983, -0.023474, -0.018843, -0.018189, -0.018102, -0.017478, -0.016651, -0.016548, -0.013602, -0.013513, -0.011768, -0.011452, -0.011264]"
139,4369,"[""世界"", ""报名"", ""-"", ""高斯"", ""第一"", ""辛纳"", ""特"", ""戈芬"", ""包括""]","[0.015498, 0.014124, 0.013895, 0.010285, 0.009862, 0.00795, 0.00696, 0.006137, 0.005955]","[""穆雷"", ""等"", ""表现"", ""的"", ""以及"", ""、"", ""#"", ""期待"", ""蒙彼利埃"", ""ATP250"", ""蒂斯"", ""，"", ""已经"", ""阿古"", ""硬地"", ""塔"", ""赛"", ""。"", ""包"", ""出战"", ""2""]","[-0.024841, -0.024011, -0.023917, -0.023566, -0.0217, -0.019442, -0.018891, -0.018107, -0.01556, -0.015013, -0.013756, -0.01298, -0.012517, -0.01233, -0.010788, -0.010404, -0.009412, -0.008768, -0.008664, -0.008336, -0.006261]"
140,3639,"[""注意"", ""要"", ""！"", ""从"", ""型"", ""“""]","[0.082201, 0.074208, 0.070008, 0.040968, 0.034451, 0.029604]","[""日称"", ""起到"", ""查获"", ""]"", ""不能"", ""["", ""。"", ""假冒"", ""上海海关"", ""两批"", ""未达标"", ""保护"", ""粗糙"", ""口罩"", ""图学辨"", ""只"", ""【"", ""连续"", ""，"", ""产生"", ""8"", ""作用"", ""危害"", ""12""]","[-0.221303, -0.140542, -0.136648, -0.130978, -0.125055, -0.089553, -0.075119, -0.071094, -0.067998, -0.057916, -0.054177, -0.053294, -0.053265, -0.051722, -0.050288, -0.049055, -0.046354, -0.046118, -0.041926, -0.040103, -0.038042, -0.037545, -0.036097, -0.030774]"
141,288,"[""广电""]",[0.332131],"[""奇葩"", ""真是"", ""…"", ""睡"", ""了"", ""洗洗"", "" ""]","[-0.253579, -0.209602, -0.175317, -0.04749, -0.022438, -0.021421, -0.00183]"
142,3986,"[""！"", ""免费"", ""万张"", ""公众"", ""地区"", ""经济圈"", ""送出"", ""—""]","[0.020782, 0.014699, 0.012113, 0.009318, 0.008703, 0.005045, 0.004571, 0.003864]","[""，"", ""."", ""戳"", ""送"", ""/"", ""巴蜀"", ""哪"", ""携程网"", ""门票"", ""t"", ""美团网"", ""游客"", ""和"", ""【"", ""大礼"", ""行"", ""至"", ""据悉"", ""渝"", ""同程网"", ""网络平台"", ""共享""]","[-0.016616, -0.015227, -0.014325, -0.013667, -0.013568, -0.01339, -0.012287, -0.010973, -0.010896, -0.01065, -0.010567, -0.010042, -0.009709, -0.009545, -0.009483, -0.008786, -0.00873, -0.008248, -0.008078, -0.007874, -0.006792, -0.00666]"
143,1962,"[""25"", ""出行"", ""疫情"", ""通知"", ""！"", ""消除"", ""16"", ""2"", ""和"", ""呆"", ""经营"", ""高速"", ""正常化"", ""初二"", ""3"", ""年级"", ""精神"", ""机场"", ""9"", ""居民"", ""初一"", ""就是"", ""17""]","[3.5e-05, 3.4e-05, 3e-05, 2.9e-05, 2.8e-05, 2.8e-05, 2.7e-05, 2.7e-05, 2.7e-05, 2.6e-05, 2.6e-05, 2.6e-05, 2.5e-05, 2.5e-05, 2.3e-05, 2.3e-05, 2.2e-05, 2.1e-05, 2e-05, 2e-05, 2e-05, 1.8e-05, 1.6e-05]","[""，"", ""重点"", ""大学"", ""会议"", ""在"", ""职校"", ""企业""]","[-0.000111, -4.8e-05, -3.7e-05, -2.4e-05, -1.7e-05, -9e-06, -6e-06]"
