background,comment,news_id,pic_id,label,content,category,comments,background_DP,comments_DP,content_fake_keywords,content_real_keywords,background_DP_fake_keywords,background_DP_real_keywords,comments_DP_fake_keywords,comments_DP_real_keywords
在Excel中，常用公式包括SUM（求和）、AVERAGE（平均值）、COUNT（计数）、MAX（最大值）、MIN（最小值）等。这些公式可以帮助用户快速进行数据分析和处理。SUM用于计算一系列数值的总和，AVERAGE用于计算平均值，COUNT用于统计单元格中包含数字的个数，MAX和MIN分别用于找到一组数值中的最大值和最小值。,"这个公式真的很有用，我经常用SUM来算账目。, AVERAGE公式可以快速得出考试的平均成绩，很方便。, COUNT公式对于统计投票数特别有帮助。, MAX和MIN让我很容易找到数据中的极端值。, 我以前不知道这些公式，学习了之后感觉数据分析变得简单多了。",5104,5104,0,【不会这些，千万别说你熟练掌握办公软件[酷]】Excel中的常用公式，非常实用和经典，你会用吗？get√,科技,,"Excel是微软开发的电子表格软件，广泛用于数据处理和分析。常用公式包括SUM（求和）、AVERAGE（平均值）、VLOOKUP（垂直查找）、IF（条件判断）等，这些功能能显著提升工作效率。掌握这些公式是办公软件熟练使用的重要标志之一。

会用VLOOKUP但经常报错，有没有更简单的替代函数？,这些公式确实经典，但实际工作中用得最多的还是SUM和IF,现在都用Python处理数据了，Excel公式过时了吧,学会了这些公式，工作效率直接翻倍，老板都夸我,有没有人觉得INDEX-MATCH比VLOOKUP更好用？","Excel是微软开发的电子表格软件，广泛用于数据处理和分析。，常用公式包括SUM（求和）、AVERAGE（平均值）、VLOOKUP（垂直查找）、IF（条件判断）等，这些功能能显著提升工作效率。，掌握这些公式是办公软件熟练使用的重要标志之一。，会用VLOOKUP但经常报错，有没有更简单的替代函数？，,这些公式确实经典，但实际工作中用得最多的还是SUM和IF,现在都用Python处理数据了，Excel公式过时了吧,学会了这些公式，工作效率直接翻倍，老板都夸我,有没有人觉得INDEX-MATCH比VLOOKUP更好用？","[""不会"", ""千万"", ""别说"", ""熟练掌握"", ""get""]","[""Excel"", ""常用"", ""公式"", ""实用"", ""经典""]","[""直接 / 翻倍"", ""过时 / 了"", ""都 / 夸 / 我"", ""INDEX / - / MATCH / 比 / VLOOKUP / 更好 / 用"", ""现在 / 都 / 用 / Python / 处理 / 数据 / 了""]","[""微软 / 开发"", ""广泛 / 用于 / 数据处理 / 和 / 分析"", ""SUM / （ / 求和 / ）"", ""AVERAGE / （ / 平均值 / ）"", ""IF / （ / 条件 / 判断 / ）""]","['过时', '翻倍', '夸', '更好', '简单', '开发', '微软', 'INDEX', '替代']","['微软', '电子表格', '数据处理', 'SUM', 'IF', '分析', '还是', '现在', '用于']"
特朗普政府时期，美国实施了一系列关税政策，旨在保护美国国内产业并减少贸易逆差。这些政策包括对钢铁、铝材、洗衣机、太阳能板等商品加征关税。然而，这些政策引发了国内外广泛争议，许多美国民众和企业认为这些关税政策导致了成本上升、消费者负担加重以及国际贸易紧张局势加剧。,"关税政策让我们的生活成本更高了，真的很难接受。, 我觉得关税政策是为了保护美国产业，但长远来看可能不是最好的办法。, 特朗普的关税政策让我失去了工作，这对我的家庭影响很大。, 虽然我不太懂经济，但我觉得加征关税肯定不是解决贸易问题的好方法。, 这些关税政策让我们的出口商品受到报复，对经济并没有好处。",1696,1696,1,美国民众抗议特朗普的关税政策 ,政治,,特朗普在任期间曾对多个国家加征关税，包括对中国商品加征高额关税，声称是为了保护美国产业和就业。这一政策在美国国内引发争议，支持者认为关税保护了本土企业，反对者则指出关税增加了消费者成本和供应链压力，并可能导致贸易伙伴的报复性措施。部分美国企业和农民因出口受限而遭受损失，民众抗议活动时有发生。,关税政策害得我们小企业成本飙升，根本撑不下去了，特朗普到底懂不懂经济，加税只会让物价更贵，关税根本不是解决办法，看看现在的通胀数据就知道了。,"[""美国"", ""民众"", ""抗议"", ""特朗普"", ""政策""]","[""美国"", ""民众"", ""关税"", ""政策"", ""特朗普""]","[""声称"", ""高额"", ""报复性"", ""时有发生"", ""可能""]","[""特朗普"", ""加征"", ""关税"", ""美国"", ""争议""]","['害', '撑不下去', '懂不懂', '更贵', '不是', '根本', '成本', '关税']","['关税', '政策', '成本', '通胀', '数据', '特朗普', '到底', '懂不懂']"
缅甸北部地区地形复杂，多山地和丘陵，雨季期间山体滑坡事故频发。此外，由于缅甸国内信息流通受限，关于灾害的具体情况可能存在一定延迟或不确定性。因此，在未经官方确认前，有关灾害死亡人数的消息可能存在误差。,"这消息听着很严重，但最近网络上有不少虚假信息，不知道是不是真的。, 缅甸北部确实经常发生自然灾害，但具体数字还是要等官方消息。, 这么大的灾难，如果是真的，应该很快就会有官方报道。, 虚假新闻太多了，我一般都会先核实一下。, 希望能有确切的消息，如果是真的，希望大家都能平安。",5184,5184,0,#天下#【缅北山体滑坡已致至少60人死亡】据外电报道，缅甸北部发生山体滑坡造成至少60人死亡，上百人失踪。http://t.cn/RU37qqP,灾难事故,,"缅甸北部地形复杂，雨季时常发生山体滑坡等自然灾害，当地基础设施薄弱，救援难度大。该地区近年来因冲突频发，人口流动大，灾害统计可能存在滞后性。外电报道通常引用当地政府或救援机构数据，但信息核实需要时间，伤亡数字可能随更新变化。

救援工作仍在进行，希望失踪者能平安获救，这已经是今年第三次大规模滑坡了，当地政府应该加强预警系统，太惨了，60条生命啊，外媒报道会不会夸大数字？等官方通报吧，之前有假新闻先例。",缅甸北部地形复杂，雨季时常发生山体滑坡等自然灾害，当地基础设施薄弱，救援难度大。，该地区近年来因冲突频发，人口流动大，灾害统计可能存在滞后性。，外电报道通常引用当地政府或救援机构数据，但信息核实需要时间，伤亡数字可能随更新变化。，救援工作仍在进行，希望失踪者能平安获救，这已经是今年第三次大规模滑坡了，当地政府应该加强预警系统，太惨了，60条生命啊，外媒报道会不会夸大数字？，等官方通报吧，之前有假新闻先例。,"[""#"", ""天下"", ""#"", ""外电报道"", ""http""]","[""缅北"", ""山体"", ""滑坡"", ""60"", ""死亡""]","[""外电报道"", ""夸大"", ""有假"", ""新闻"", ""先例""]","[""当地政府"", ""救援"", ""机构"", ""数据"", ""官方""]","['外电报道', '夸大', '有假', '新闻', '先例', '官方', '这', '流动']","['当地政府', '救援', '机构', '数据', '官方', '先例', '存在', '随', '时常']"
人鱼尸体在现实中是不存在的，它们通常只出现在神话、传说或者虚构故事中。大堡礁是澳大利亚著名的世界自然遗产，有着丰富的海洋生物多样性，但从未有科学证据表明有类似人鱼的生物存在。此外，科学界对于新物种的发现通常会经过严格的验证和同行评审，不会仅凭一份声明就确认其真实性。2014年有关人鱼尸体的报道并未得到科学界和主流媒体的证实，而类似的虚假报道在互联网上并不少见。,"这听起来像是科幻小说的情节。, 我以前只在童话故事里听说过人鱼。, 没有看到任何权威的科学研究支持这个发现。, 这种消息总是会在网上流传，但很少是真的。, 如果有真的发现，我相信科学家会通过正规渠道发布消息。",578,578,1,2014年8月3日在澳大利亚海底大堡礁附近的沙滩上居然发现完整的人鱼尸体，之后送到澳大利亚21区科学馆去采样本，证明的确是一头“从未发现的染色体”。目前网上也流传了几个版本。是真是假也有待澳大利亚将完整的消息再发布~ ,文体娱乐,,"人鱼（或称美人鱼）是一种传说中的水生生物，上半身类似人类，下半身为鱼尾。尽管全球各地文化中都有关于人鱼的传说，但至今没有科学证据证明其真实存在。大堡礁是澳大利亚著名的海洋生态区，常有海洋生物研究，但从未有官方机构报告发现过人鱼。所谓“21区科学馆”并非澳大利亚知名科研机构，名称类似虚构的“51区”，增加了消息的可疑性。染色体是生物遗传物质，若发现“从未发现的染色体”，通常需经过严格的学术验证和论文发表，而非仅通过社交媒体传播。

这消息太假了，21区听着就像编的，真发现人鱼早全球轰动了, 大堡礁游客那么多，怎么可能没人拍到照片, 染色体分析结果呢？连张像样的研究图都没有, 又是那种“朋友的朋友”传来的消息吧，信了才怪, 等官方消息吧，这种标题党见得多了","尽管全球各地文化中都有关于人鱼的传说，但至今没有科学证据证明其真实存在。，大堡礁是澳大利亚著名的海洋生态区，常有海洋生物研究，但从未有官方机构报告发现过人鱼。，所谓“21区科学馆”并非澳大利亚知名科研机构，名称类似虚构的“51区”，增加了消息的可疑性。，染色体是生物遗传物质，若发现“从未发现的染色体”，通常需经过严格的学术验证和论文发表，而非仅通过社交媒体传播。，这消息太假了，21区听着就像编的，真发现人鱼早全球轰动了, 大堡礁游客那么多，怎么可能没人拍到照片, 染色体分析结果呢？","[""人鱼"", ""21"", ""从未"", ""染色体"", ""真是假""]","[""澳大利亚"", ""大堡礁"", ""科学馆"", ""采样"", ""发布""]","[""21区"", ""太假"", ""编的"", ""标题党"", ""可疑""]","[""科学"", ""证据"", ""官方"", ""学术"", ""论文""]","['人鱼', '21区科学馆', '从未发现的染色体', '太假', '编', '消息', '从未', '证明']","['科学证据', '官方机构', '科研机构', '学术验证', '论文发表', '。', '全球', '分析', '发表', '呢', '科学馆']"
2019年6月，武警后勤医院附属医院发生一起恶性伤医事件，赵军艳医生不幸被害。该事件引起社会广泛关注，三名犯罪嫌疑人被抓获归案。伤医事件再次引发关于医患关系、医疗安全和医护人员权益保护等问题的讨论。,"这样的事情太让人痛心了，一定要严惩凶手，保护医生的安全！, 医患矛盾不能以这种方式解决，希望社会能够更加关注医疗环境。, 这种行为是对社会道德的严重挑战，强烈要求加强法律制裁。, 医生是我们健康的守护者，伤害他们就是伤害我们自己。, 希望这样的悲剧不再发生，大家都能理性对待医疗问题。",4813,4813,0,武警后勤医院附属医院赵军艳医生被害，犯罪嫌疑人不是一人，而是三人。,社会生活,,"武警后勤医院附属医院赵军艳医生被害事件是一起引发社会广泛关注的刑事案件。根据公开报道，赵军艳医生在工作期间遭遇暴力袭击不幸身亡。警方通报显示，案件涉及多名犯罪嫌疑人，案件细节仍在调查中。此类事件常引发公众对医患关系、医疗场所安全等问题的讨论。

医生被害太让人痛心了，必须严惩凶手，医院安全要加强啊，现在医生工作环境太危险了，希望尽快查明真相，还受害者一个公道，医患关系紧张不是暴力行为的借口，这种行为必须零容忍，严惩不贷才能震慑犯罪，保护医护人员安全刻不容缓。",武警后勤医院附属医院赵军艳医生被害事件是一起引发社会广泛关注的刑事案件。，根据公开报道，赵军艳医生在工作期间遭遇暴力袭击不幸身亡。，警方通报显示，案件涉及多名犯罪嫌疑人，案件细节仍在调查中。，此类事件常引发公众对医患关系、医疗场所安全等问题的讨论。，医生被害太让人痛心了，必须严惩凶手，医院安全要加强啊，现在医生工作环境太危险了，希望尽快查明真相，还受害者一个公道，医患关系紧张不是暴力行为的借口，这种行为必须零容忍，严惩不贷才能震慑犯罪，保护医护人员安全刻不容缓。,"[""赵军"", ""艳"", ""不是"", ""一人"", ""三人""]","[""武警"", ""后勤"", ""医院"", ""医生"", ""被害""]",[],"[""武警"", ""后勤"", ""医院"", ""警方"", ""通报""]","['赵军', '艳', '严惩凶手', '查明真相', '严惩不贷', '公众', '，', '对']","['警方', '通报', '犯罪', '嫌疑人', '调查', '此类', '事件']"
Owhat平台是一个专门为粉丝提供购买明星周边的电商平台。近年来，该平台涉及多起退款纠纷，有消费者反映在购买明星李汶翰周边后，长时间未收到货物和退款。此次事件中，站姐疑似卷款跑路，平台客服提供了卖家的电话和住址，但表示不负责处理纠纷。,"我记得之前也有人反映过这个问题，感觉这个平台真的要注意了。, 太糟糕了，买了东西两年了都没收到，客服也不给解决。, 听说站姐已经联系不上了，这可怎么办啊。, 平台提供的卖家信息有用吗？我们应该怎么维权？, 希望这次投诉能引起重视，早点解决问题吧。",6201,6201,0,【#李汶翰站姐疑似卷款跑路#平台Owhat提供卖家电话住址但称不管纠纷】#Owhat平台涉及多起退款纠纷#2月16日，多名投诉人在@黑猫投诉平台发起集体投诉，表示他们2019年在Owhat平台购买明星李汶翰周边后，时隔两年既没收到货，也没收到退款。站姐疑似跑路。此次投诉中，Owhat平台客服向粉丝提供了卖家...全文,文体娱乐,,"Owhat是一个专注于明星周边和应援商品的电商平台，主要用户为粉丝群体。该平台允许明星站姐（粉丝组织负责人）或个人卖家开设店铺售卖周边商品，但平台本身不直接参与交易，主要提供中介服务。近年来，Owhat已多次被曝出类似纠纷，涉及延迟发货、商品未交付或退款难等问题，部分案例中站姐失联导致粉丝维权困难。平台通常以“中介不担责”为由拒绝介入，仅提供卖家信息。  

这已经不是第一次了，Owhat的售后真的烂到极点，每次出事都甩锅给卖家。  
站姐跑路？钱都付了两年，现在才想起来维权，粉丝的钱真好骗。  
平台提供电话住址有什么用，难道要粉丝自己上门讨债吗？  
李汶翰粉丝真惨，周边没拿到，还要被当皮球踢。  
Owhat再这样下去迟早凉凉，这么多投诉居然还能运营。",站姐跑路？，钱都付了两年，现在才想起来维权，粉丝的钱真好骗。，平台提供电话住址有什么用，难道要粉丝自己上门讨债吗？，李汶翰粉丝真惨，周边没拿到，还要被当皮球踢。，Owhat再这样下去迟早凉凉，这么多投诉居然还能运营。,"[""疑似"", ""卷款"", ""跑"", ""没收"", ""跑""]","[""投诉"", ""黑猫"", ""2019"", ""Owhat"", ""客服""]","[""烂 / 到极点"", ""甩 / 锅"", ""钱 / 真 / 好 / 骗"", ""凉凉"", ""被 / 当 / 皮球 / 踢""]","[""被 / 曝出"", ""纠纷"", ""延迟 / 发货"", ""商品 / 未 / 交付"", ""维权 / 困难""]","['跑', '骗', '讨债', '皮球', '凉凉', '迟早', '居然', '？', '真', '能']","['维权', '电话', '住址', '投诉', '李汶翰', '粉丝', '周边', '下去']"
薛之谦是中国著名的流行歌手，以其音乐作品和社交媒体上的活跃而闻名。2019年3月5日，薛之谦在微博上转发了一段视频，视频显示一名年轻男子在地铁上辱骂两名外地女子并抢夺手机。这一行为引起了公众的广泛关注和谴责。北京警方随后通过官方微博表示已经关注此事件，并正在核实相关情况。此事件引发了关于公共秩序和网络暴力的讨论。,"这种行为太恶劣了，必须严惩！, 薛之谦转发这个视频真的正能量满满，希望社会更加关注这种暴力事件。, 北京警方已经介入了，希望尽快有个公正的处理结果。, 外地人在北京也应该是平等的，不能因为地域差异就受到歧视。, 看到这种视频，真的让人心情沉重，希望社会风气能变得更好。",6318,6318,0,【薛之谦转发男子地铁辱骂女孩视频正能量满满】3月5日，薛之谦在微博上转发了一段视频引起了网友的热议，视频中，一年轻男子不断对两名“外地来京女子”进行辱骂，并抢夺手机。4日晚间，北京警方通过其官方微博，在微博大号@北京人不知道的北京事儿评论区回应此事称，已关注此事，正在核实相关情况。...展开全文c,社会生活,,"薛之谦是知名歌手，常在社交媒体发表观点，此前多次参与公共事件讨论。北京警方官方微博@平安北京通常会及时回应社会热点事件。地铁纠纷事件在北京时有发生，警方一般会介入调查。视频传播类事件容易引发网友关注，但需注意视频内容是否完整、是否存在剪辑误导。

这男的太嚣张了，必须严惩，支持薛之谦发声，明星就该多传播正能量，警方反应挺快的，希望能尽快公布结果，视频看得人气愤，女孩子出门要保护好自己，这种人就该曝光他，薛之谦三观一直很正，希望女孩没事。",薛之谦是知名歌手，常在社交媒体发表观点，此前多次参与公共事件讨论。，北京警方官方微博@平安北京通常会及时回应社会热点事件。，地铁纠纷事件在北京时有发生，警方一般会介入调查。，视频传播类事件容易引发网友关注，但需注意视频内容是否完整、是否存在剪辑误导。，这男的太嚣张了，必须严惩，支持薛之谦发声，明星就该多传播正能量，警方反应挺快的，希望能尽快公布结果，视频看得人气愤，女孩子出门要保护好自己，这种人就该曝光他，薛之谦三观一直很正，希望女孩没事。,"[""正"", ""能量"", ""满满"", ""热议"", ""展开""]","[""北京警方"", ""官方"", ""微博"", ""核实"", ""关注""]","[""剪辑"", ""误导"", ""嚣张"", ""严惩"", ""曝光""]","[""北京警方"", ""官方"", ""介入"", ""调查"", ""公布""]","['视频', '剪辑', '误导', '传播', '曝光', '网友', '存在']","['北京警方', '介入', '调查', '公布', '结果', '能', '发表', '保护']"
金格科技公司是一家专注于电子签名技术的企业，其推出的iSignature电子签章产品广泛应用于各种文档签署场景。统一操作系统UOS是一个自主研发的操作系统，旨在提供跨平台的统一体验。龙芯、兆芯、鲲鹏、飞腾则是中国自主研发的CPU平台。消息中提到的适配完成，意味着iSignature可以在这些平台上顺利运行，提高了产品的兼容性和使用范围。,"终于等到这一天了，金格的电子签章终于支持国产操作系统了，太棒了！, 适配完成是个好消息，我们公司正好在使用UOS，这下可以更放心地使用电子签章了。, 之前一直担心兼容性问题，现在看来可以放心升级了。, 金格科技的进步让人欣喜，希望能有更多这样的国内软件公司崛起。, 适配四大CPU平台，看来金格科技在技术研发上下了不少功夫。",5750,5750,0,【金格电子签章与统一操作系统UOS完成适配】近日，金格科技公司推出的独自研发的电子签章产品(iSignature)与统一操作系统UOS完成产品兼容性互认证测试。本次适配平台环境基于龙芯、兆芯、鲲鹏、飞腾四个CPU平台。……详情点击：金格电子签章与统一操作系统UOS完成适配,科技,,"金格科技是一家专注于电子签章技术的公司，其产品iSignature在电子合同、公文签署等领域有应用。统一操作系统UOS是由国内多家企业联合开发的国产操作系统，主要面向党政军和关键行业领域。龙芯、兆芯、鲲鹏、飞腾均为国产CPU架构，适配这些平台意味着产品能在国产化信息系统中运行。

这适配挺及时的，国产化替代是大趋势，支持一下, 不知道实际使用体验如何，希望别只是应付政策要求, 金格的产品以前用过，稳定性还行，适配UOS应该问题不大, 国产CPU平台性能跟得上吗？有点担心效率问题, 这种新闻看看就好，真正推广还得看市场反馈","金格科技是一家专注于电子签章技术的公司，其产品iSignature在电子合同、公文签署等领域有应用。，统一操作系统UOS是由国内多家企业联合开发的国产操作系统，主要面向党政军和关键行业领域。，龙芯、兆芯、鲲鹏、飞腾均为国产CPU架构，适配这些平台意味着产品能在国产化信息系统中运行。，这适配挺及时的，国产化替代是大趋势，支持一下, 不知道实际使用体验如何，希望别只是应付政策要求, 金格的产品以前用过，稳定性还行，适配UOS应该问题不大, 国产CPU平台性能跟得上吗？","[""独自"", ""研发"", ""兼容性"", ""互"", ""认证""]","[""金格"", ""电子"", ""签章"", ""UOS"", ""龙芯""]","[""应付"", ""担心"", ""问题"", ""看看"", ""反馈""]","[""专注"", ""应用"", ""联合开发"", ""稳定性"", ""运行""]","['应付', '政策', '要求', '不知道', '跟得上', '为', '国产', '使用', '应用']","['专注', '应用', '联合开发', '稳定性', '适配', '，', '支持', '体验', '金格', '架构', '在']"
在当今社会，有关外教在社交平台上的不当行为的举报并不罕见。然而，在处理此类问题时，应确保信息的准确性，避免因为错误的信息导致不必要的误解和歧视。通常，教育机构对于教师的行为有严格的规范，包括在公共社交媒体上的行为。此外，'洋垃圾'是一个带有歧视性的词汇，不应在正式的举报或讨论中使用。在调查此类事件时，学校通常会涉及隐私问题，并按照相应的法律和校规来处理。,"在确认事实之前，我们应该保持谨慎，不要轻易下结论。, 这样的举报应该通过正式渠道进行，而不是在社交媒体上。, 我们需要更多的证据来证明这个情况是否属实。, 即使这是真的，我们也应该尊重个人的隐私，而不是在网络上公开谴责。, 外教也是人，他们也应该得到公平对待，不能因为个别事件就一概而论。",1672,1672,1,@狗一样的钰 ：实名举报广州某中学国际部外教，将避孕套和教师证明放在一起发朋友圈，并配文“teachin inChina（在中国教书）”。希望学校与社会能够谴责与惩罚这种洋垃圾行为。 ,教育考试,,在中国，外教行为受到学校和社会的广泛关注，不当行为可能引发舆论争议。学校通常有严格规定约束外教言行，违反者可能面临解雇或法律后果。避孕套作为敏感物品，若被外教公开展示并关联职业身份，容易引发对职业操守的质疑。社交媒体上的争议内容传播速度快，但需核实真实性，避免误判。,"这种行为太不专业了，必须严肃处理，外教也要遵守职业道德,如果是真的，学校应该立即开除，不能容忍这种侮辱性行为,朋友圈内容有没有可能是被人恶意截图或PS的？需要先核实,文化差异可能有误解，但避孕套和教师证放一起确实不合适,建议先联系学校确认情况，不要急于下结论，避免误伤无辜","[""狗"", ""一样"", ""洋垃圾"", ""teachin"", ""inChina""]","[""实名"", ""举报"", ""广州某"", ""中学"", ""国际部""]","[""舆论"", ""争议"", ""敏感"", ""质疑"", ""误判""]","[""学校"", ""规定"", ""法律"", ""后果"", ""核实""]","['恶意', '截图', 'PS', '核实', '误解', '侮辱性', '文化差异', '下结论', '不', '必须']","['真的', '立即开除', '侮辱性', '避孕套', '教师证', '情况', '是', '误伤', '行为', '了']"
上述数据涉及中国举办的几个大型国际活动及其投入资金。2011年深圳大运会、2010年广州亚运会、2010年上海世博会以及2008年北京奥运会确实是中国近年来重要的国际赛事和活动。不过，所提及的投入金额和比较的财政数据需要查证，因为这些数字可能存在误差或已经过时。中国的财政赤字、国防开支、医疗卫生支出和保障性住房投入每年都在变化，具体数字应以官方发布为准。,"这个数据看起来挺夸张的，我记得奥运投入并没有这么多。, 我觉得这个比较没有太大意义，不同的项目投资目的和效果不一样。, 8000亿确实是个大数字，但是国家的大型项目投入就是这样，不能仅仅看数字。, 这些数据有没有考虑通货膨胀和当时的汇率变动呢？, 我觉得应该对比一下这些大型活动的经济效益和社会效益，而不是只看投入多少钱。",1543,1543,1,2011深圳大运800亿，2010广州亚运1200亿，上海世博3000亿，2008北京奥运3000亿——四大盛会累计投入8000亿。这相当于：2010年财政赤字的总和，国防开支的155%，医疗卫生支出的167%，保障性住房投入的337%。8000亿到底多不多？那要看怎么比，要是跟三公消费比确实不多，还不够一年花的。 ,财经商业,,"四大盛会（北京奥运、上海世博、广州亚运、深圳大运）的投入总额8000亿是公开数据，但对比项需注意统计口径差异：财政赤字、国防开支等均为全国年度数据，而盛会投资多为跨年、多来源资金（含地方财政和社会资本）。三公消费2010年官方公布为94.7亿，网传""一年万亿""无依据。","示例：  
烧钱搞面子工程，不如多建几所希望小学，  
大型活动拉动经济长远看值得，别光算短期账，  
数据对比有问题，三公消费哪来一年8000亿？，  
亚运后广州地铁多了，城市升级的钱不能只算成本，  
查过财报吗？世博3000亿含配套基建，不是纯支出。","[""四大"", ""相当于"", ""到底"", ""多不多"", ""三公""]","[""2011"", ""深圳"", ""大运"", ""800"", ""亿""]","[""网传"", ""一年"", ""万亿"", ""无"", ""依据""]","[""公开"", ""数据"", ""官方"", ""公布"", ""94.7""]","['烧钱', '面子', '三公', '8000', '3000', '，', '纯', '亚运']","['希望', '经济', '财报', '基建', '支出', '吗', '？', '哪来', '不如', '广州', '不能']"
雾霾天气是由大气中的颗粒物（PM2.5和PM10）浓度超标所引起的，这些颗粒物主要来源于汽车尾气、工业排放、建筑工地扬尘等。雾霾对人类健康有较大影响，可引起呼吸系统疾病、心血管疾病等。因此，在雾霾天气中，采取相应的防护措施是非常必要的。,"确实，雾霾天最好减少外出，尤其是老人和小孩。, 我一般会戴N95口罩，虽然有点闷，但防护效果比较好。, 罗汉果茶清肺效果不错，我常喝，感觉对嗓子也好。, 大家注意了，雾霾天气里运动更容易吸入污染物。, 正规途径购买的口罩质量更有保障，不要贪便宜买劣质的。",5908,5908,0,雾霾天气小会提醒大家:①减少外出和运动。雾霾天气如果可以不外出，就好好呆在宿舍吧。②出门做防护措施。我们外出时应当带口罩（尽量在正规途径购买）将雾霾尽量挡在外面。③多喝罗汉果茶，桐桔梗茶多吃清肺的食物。雾霾天气，我们吸入大量的异物，对肺部的伤害很大，所以我们应该多喝清肺的茶（...展开全文c,医药健康,,"雾霾是雾和霾的混合物，主要成分为二氧化硫、氮氧化物和可吸入颗粒物（PM2.5/PM10）。长期暴露会引发呼吸道疾病，但短期防护效果存在争议：1.普通口罩对PM2.5过滤效率不足30%，N95口罩正确佩戴才能达到95%；2.清肺食物（如罗汉果）尚无临床证据表明能清除肺部颗粒物，中医""清肺""主要指缓解咳嗽症状；3.室内PM2.5浓度通常为室外的50%-70%，关窗可降低但不完全避免。

建议减少外出是对的，但普通口罩效果有限，最好用N95口罩，罗汉果茶可能没用，还不如开空气净化器，关好门窗，清肺食物都是心理作用吧，不如直接买防霾口罩实在，雾霾天跑步确实要暂停，但室内运动没问题。","雾霾是雾和霾的混合物，主要成分为二氧化硫、氮氧化物和可吸入颗粒物（PM2.5/PM10）。，长期暴露会引发呼吸道疾病，但短期防护效果存在争议：1.普通口罩对PM2.5过滤效率不足30%，N95口罩正确佩戴才能达到95%；2.清肺食物（如罗汉果）尚无临床证据表明能清除肺部颗粒物，中医""清肺""主要指缓解咳嗽症状；3.室内PM2.5浓度通常为室外的50%-70%，关窗可降低但不完全避免。，建议减少外出是对的，但普通口罩效果有限，最好用N95口罩，罗汉果茶可能没用，还不如开空气净化器，关好门窗，清肺食物都是心理作用吧，不如直接买防霾口罩实在，雾霾天跑步确实要暂停，但室内运动没问题。","[""罗汉果"", ""桐"", ""桔梗"", ""清肺"", ""异物""]","[""雾霾"", ""口罩"", ""防护"", ""正规"", ""吸入""]","[""清肺"", ""心理作用"", ""罗汉果"", ""清肺食物"", ""买防霾""]","[""二氧化硫"", ""氮氧化物"", ""可吸入颗粒物"", ""PM2"", ""N95口罩""]","['清肺', '罗汉果', '心理作用', '清肺食物', '买防霾', '尚无', '为', '可吸入颗粒物', '证据']","['二氧化硫', '氮氧化物', '可吸入颗粒物', 'N95口罩', '空气净化器', '食物', '茶', '外出', '效果', '佩戴']"
根据《中华人民共和国渔业法》及相关法规，每年的3月1日至6月30日是我国部分水域的禁渔期，旨在保护水生生物资源的繁殖和生长。佛山市位于中国广东省，拥有多条河流和湖泊，因此可能会实行禁渔期。在此期间，渔政部门会加强监管，禁止一切捕捞活动，以维护水域生态平衡。市民若发现非法捕捞行为，可向渔政部门举报。,"往年都有禁渔期，这个消息听起来很正常。, 最近看到新闻报道说政府很重视水域生态保护，这个禁渔令应该是真的。, 我记得去年这个时候也有禁渔，所以这个消息可信度挺高的。, 我听说渔政部门最近在加强执法力度，可能是为了确保禁渔令得到执行。, 如果这是真的，我们应该支持政府的决定，共同保护水资源。",6009,6009,0,【佛山天然水域3月1日起全面禁渔[话筒]】佛山从3月1日起进入禁渔期，一直持续到6月30日24时，为期4个月。佛山市渔政部门将加强禁渔期渔政管理，采取多部门联合执法、24小时驻守等方式，对佛山禁渔水域进行水陆撒网式执法巡查。街坊们如发现非法捕捞行为，请拨打举报电话，一起保护水生生物资源！​​​​,财经商业,,"佛山禁渔期是广东省为保护珠江流域水生生物资源繁殖设立的常规措施，依据《中华人民共和国渔业法》实施，珠江流域禁渔期统一为每年3月1日至6月30日，覆盖佛山境内西江、北江等天然水域，期间禁止除休闲垂钓外的所有捕捞作业。渔政部门会通过执法船巡查、电子监控等手段监管，违规者将面临最高5万元罚款。

禁渔期又来啦，希望今年鱼苗能好好长大，支持保护生态,每年这时候市场淡水鱼都会涨价，得提前囤点了,看到电鱼毒鱼的请马上举报，这种人太缺德,三水那边的渔政巡逻艇最近天天在江面转,上次刷到有人夜间下网被抓，直接没收渔船真解气",佛山禁渔期是广东省为保护珠江流域水生生物资源繁殖设立的常规措施，依据《中华人民共和国渔业法》实施，珠江流域禁渔期统一为每年3月1日至6月30日，覆盖佛山境内西江、北江等天然水域，期间禁止除休闲垂钓外的所有捕捞作业。，渔政部门会通过执法船巡查、电子监控等手段监管，违规者将面临最高5万元罚款。,"[""天然"", ""撒网"", ""水生"", ""生物资源"", ""话筒""]","[""佛山市"", ""渔政"", ""联合执法"", ""举报电话"", ""禁渔期""]",[],"[""中华人民共和国渔业法"", ""珠江流域"", ""禁渔期"", ""渔政"", ""执法船巡查""]","['最高', '5', '万元', '罚款', '违规者', '期间', '外']","['中华人民共和国', '渔业法', '珠江流域', '禁渔期', '广东省', '佛山', '手段', '休闲']"
